Order,Family,Genus_species,FAD,LAD,lnMass_g,PBDB life habit,PBDB_diet,taxon rank at which diet assignment was made,Recoded_Diet,Recoded_groups
Lagomorpha,Leporidae,Archaeolagus macrocephalus,24.7,21.25,7.51,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Antiacodon vanvaleni,52.1,52.1,7.649692624,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Lagomorpha,Leporidae,Hypolagus ringoldensis,7.4,3.3,7.708068306,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Ibarus ignotus,42.85,42.45,7.714231145,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Lagomorpha,Leporidae,Hypolagus regalis,7.4,3.4,7.729726186,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Hypertragulidae,Simimeryx hudsoni,40.35,39.75,7.844,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Stibarus yoderensis,36.7,36.7,7.867537137,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Antiacodon venustus,49.55,43.85,8.038,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Lagomorpha,Leporidae,Lepoides lepoides,7.4,4.6,8.2,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Leptochoeridae,Leptochoerus elegans,33.9,32.8,8.254,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Dichobunidae,Tapochoerus mcmillini,42.85,42.85,8.364042012,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Leptochoeridae,Leptochoerus spectabilis,31.65,29.95,8.376163421,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Dichobunidae,Auxontodon pattersoni,41.55,41.55,8.481,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Dichobunidae,Neodiacodexis emryi,48.55,48.55,8.536995819,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Laredochoerus edwardsi,43.3,43.3,8.828,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Gelocidae,Floridameryx floridanus,10.95,7.6,9.01,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Dichobunidae,Tapochoerus egressus,43.05,40.75,9.052332734,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Leptochoerus gracilis,NA,NA,9.08,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Taucanamo sansaniense,15.804,13.789,9.304746361,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Bovidae,Orygotherium escheri,10.4,10.4,9.472835073,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Leptochoeridae,Leptochoerus supremus,32.75,31.25,9.542,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Bovidae,Tyrrhenotragus gracillimus,9.427,7.016,9.546517796,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Tayassuidae,Schizochoerus anatoliensis,13.2,13.2,9.680067731,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Taucanamo inonuensis,14.81,14.81,9.680067731,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Bovidae,Gazella leptoceros,0.006,0.006,10.01624515,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Krabitherium waileki,35.55,35.55,10.04157359,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Bovidae,Gazella emilii,4.266,4.266,10.20275455,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Bovidae,Tchaltacerus longicornis,4.266,4.266,10.20275455,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Hippopotamidae,Morotochoerus ugandensis,21.2,12.629,10.30867346,amphibious,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Cervidae,Elaphodus cephalophus,0.069,0.069,10.43071047,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Merychippus gunteri,18.85,17.05,10.50991173,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Cervidae,Dicrocerus elegans,14.81,11.608,10.71392844,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Parapliohippus carrizoensis,18.7,16.65,11.04134884,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Capridae,Ovis canadensis,1.3,0.006,11.0415,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Dama mesopotamica,1.3,0.3905,11.19056355,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Bovidae,Maremmia lorenzi,9.427,7.016,11.22510233,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Merychippus sejunctus,16.3,13.75,11.23,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Cervidae,Croizetoceros ramosus,3.96,1.606,11.28957471,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Merychippus primus,18.1,15.85,11.42927049,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Merychippus relictus,15.7,15.45,11.504,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Capridae,Aragoral mudejar,9.2,9.2,11.62344955,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Merychippus brevidontus,17.2,14.7,11.6435,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Schizochoerus vallesiensis,NA,NA,11.69482969,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion goorisi,NA,NA,11.75,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Protohippus vetus,18.6,17.75,11.78659961,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion emsliei,NA,NA,11.79,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Acritohippus quinni,16.6,14.9,11.8038976,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion ingenuum,NA,NA,11.84219513,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Cervidae,Rangifer tarandus,1.6845,0.0049225,11.849,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Merychippus insignis,16.5,12.75,11.92438015,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion matthewi,NA,NA,11.98,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Merychippus californicus,17.2,13.3,11.98755993,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Acritohippus isonesus,18.3,13.2,11.99147847,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion quinni,NA,NA,12.01,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Protohippus perditus,17.25,11.9,12.05054741,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Protohippus gidleyi,11.6,8.5,12.11457561,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion johnsoni,NA,NA,12.16,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Achaenodon uintensis,44.95,44.75,12.16002871,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Achaenodontidae,Parahyus vagus,47.15,47.15,12.166,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion occidentale,NA,NA,12.17,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Merychippus republicanus,13.1,13,12.1714648,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Merychippus calamarius,13.7,12.9,12.17363221,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Protohippus supremus,12.3,11.7,12.17651902,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Cervidae,Navahoceros fricki,0.4,0.069,12.18,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Hippopotamidae,Kenyapotamus ternani,14.81,12.629,12.20600358,amphibious,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Merychippus coloradense,13.1,11.7,12.20850978,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion plicatile,NA,NA,12.27277855,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion merriami,NA,NA,12.28,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion fricki,NA,NA,12.32,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Hipparion mohavense,NA,NA,12.35797419,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,NA,Cormohipparion skinneri,NA,NA,12.46,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Hippidion saldiasi,0.069,0.069,12.4800112,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Hippotherium primigenium,12.629,1.806,12.52145774,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Achaenodon robustus,48.25,45.15,12.57330238,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,NA,Achaenodon insolens,45.15,45.15,12.68151635,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Bovidae,Euceratherium collinum,1.294,0.063,13.10004329,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Heteropliohippus hulberti,14.181,14.181,13.10262602,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Perissodactyla,Equidae,Hippidion principale,1.6845,0.4535,13.14776088,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Proboscidea,Numidotheriidae,Numidotherium koholense,52.2,52.2,13.23211424,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Cervidae,Cervalces scotti,1.3,0.01023,13.35,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Cervidae,Alces alces,1.6845,0.02987,13.35,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Cervidae,Megaloceros giganteus,1.3,1.3,13.45860987,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Bovidae,Bootherium bombifrons,1.3,0.00941,13.53229259,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Bovidae,Pelorovis antiquus,1.3,0.006,13.81551056,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
NA,Cainotheriidae,Cainotherium commune,22.715,21.2,13.81551056,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Hippopotamidae,Hippopotamus amphibius,3.96,0.00385,14.54064078,amphibious,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Hippopotamidae,Hippopotamus antiquus,1.6845,1.3,14.90463331,amphibious,"grazer, browser",species,herbivore,herbivore guild
Proboscidea,NA,Palaeomastodon beadnelli,31.15,31.15,14.91412285,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Proboscidea,NA,Barytherium grave,31.15,31.15,15.06827353,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Proboscidea,Deinotheriidae,Prodeinotherium bavaricum,17.04,11.925,15.59334012,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Artiodactyla,Hippopotamidae,Hippopotamus gorgops,2.672,1.2935,15.79720144,amphibious,"grazer, browser",species,herbivore,herbivore guild
Proboscidea,Elephantidae,Loxodonta africana,1.3,0.006,16.11809565,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Proboscidea,Deinotheriidae,Deinotherium bozasi,11.521,1.2935,16.67485021,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Proboscidea,Deinotheriidae,Deinotherium giganteum,14.81,3.96,16.67485021,ground dwelling,"grazer, browser",species,herbivore,herbivore guild
Rodentia,Eomyidae,Leptodontomys russelli,15.9,15.9,1.033,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Leptodontomys quartzi,13.8,13.8,1.126,ground dwelling,herbivore,species,herbivore,Rodentia
NA,NA,Heliscomys ostranderi,37.75,35.65,1.397,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,NA,Heliscomys senex,32.35,32.35,1.459,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,Sciuravidae,Tillomys parvidens,48.75,46.45,1.508,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Adjidaumo burkei,37.75,37.4,1.592,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Alagomyidae,Alagomys russelli,57.2,57.2,1.618,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Zapodidae,Macrognathomys nanus,12.2,10.85,1.65,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Zapodidae,Elymys complexus,49.75,49.75,1.656,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Zapodidae,Miosicista angulus,13.1,13.1,1.692127666,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Laredomyidae,Laredomys riograndensis,43.3,43.3,1.782,ground dwelling,herbivore,species,herbivore,herbivore guild
Multituberculata,NA,Janumys erebos,98.4,98.4,1.791759469,arboreal,herbivore,species,herbivore,herbivore guild
NA,NA,Heliscomys vetus,37.65,29.25,1.839,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Adjidaumo minimus,37.75,33.6,1.895,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Zapodidae,Macrognathomys gemmacolis,12.45,11.7,1.897,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Leptodontomys stirtoni,16.9,14,1.991,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Leptodontomys douglassi,30.9,29.25,1.9925,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Paranamatomys storeri,37.5,37.5,2.027,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Reithrodontomys fulvescens,0.4,0.069,2.0485,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Baiomys rexroadi,4.95,3.4,2.092096392,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Metanoiamys lacus,46.75,42.3,2.096,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Adjidaumo craigi,42.3,42.3,2.1,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Pseudotheridomys pagei,14.7,13.8,2.102,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Reithrodontomys humulis,1.5,0.069,2.1525,ground dwelling,herbivore,species,herbivore,Rodentia
NA,NA,Apletotomeus crassus,33.4,33.2,2.153,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Reithrodontomys wetmorei,4.7,1.5,2.1635,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Metanoiamys marinus,41.05,40.35,2.239,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Pauromys schaubi,50.1,46.15,2.268,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,Sciuravidae,Knightomys reginensis,53.65,52.85,2.285,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Reithrodontomys rexroadensis,3.5,3,2.298,ground dwelling,herbivore,species,herbivore,Rodentia
Multituberculata,Allodontidae,Ctenacodon serratus,150.6,150.6,2.302585093,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Metadjidaumo hendryi,32.9,29.25,2.34,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Pauromys lillegraveni,43.75,43.75,2.342,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Adjidaumo intermedius,35.9,33.9,2.357,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Reithrodontomys galushai,2.5,2.5,2.386,ground dwelling,herbivore,species,herbivore,Rodentia
Multituberculata,Arginbaataridae,Arginbaatar dimitrievae,112.525,112.525,2.397895273,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Reithrodontomys moorei,2.15,0.55,2.406,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Peromyscus polionotus,1.5,0.069,2.418,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Baiomys kolbi,5.75,3.5,2.424653848,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eutypomyidae,Microeutypomys karenae,43.3,43.3,2.439,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Zapodidae,Javazapus weeksi,2.15,2.15,2.48,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Pseudotheridomys hesperus,24.7,17.375,2.497,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Protadjidaumo typus,49.25,39.35,2.509,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Pseudotheridomys cuyamensis,17.5,17.5,2.5225,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Bensonomys lindsayi,5.8,5.8,2.545502549,ground dwelling,herbivore,species,herbivore,Rodentia
NA,NA,Griphomys alecer,46.75,39.75,2.577,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Reithrodontomys montanus,0.3,0.006,2.58,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Peromyscus progressus,0.4,0.069,2.58,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Peromyscus berendsensis,0.85,0.3,2.58,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Antecalomys vasquezi,6.85,5.05,2.58,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Metanoiamys agorus,45.45,43.75,2.593,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Antecalomys valensis,10.85,5.05,2.6115,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Pauromys simplex,43.3,43.3,2.615,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Metanoiamys korthi,39.75,39.75,2.635,ground dwelling,herbivore,species,herbivore,Rodentia
Insectivora,Apatemyidae,Apatemys hendryi,42.45,42.2,2.66,arboreal,herbivore,species,herbivore,herbivore guild
Cimolodonta,NA,Bryceomys fumosus,91.9,91.5,2.665606672,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Zapodidae,Zapus hudsonius,1.3,0.025643,2.701,saltatorial,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Copemys lindsayi,15.85,15.85,2.702,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Copemys pagei,16.75,13.8,2.719,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Simimyidae,Simimys simplex,43.05,39.75,2.723,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Peromyscus cragini,2.2,0.069,2.7395,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Peromyscus maniculatus,0.3,0.006,2.7485,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eutypomyidae,Janimus dawsonae,42.3,42.3,2.754,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Peromyscus nosher,4.5,4.5,2.767,ground dwelling,herbivore,species,herbivore,Rodentia
NA,NA,Abelmoschomys simpsoni,NA,NA,2.772,ground dwelling,herbivore,species,herbivore,herbivore guild
NA,NA,Montanamus bjorki,NA,NA,2.772,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,NA,Nonomys simplicidens,36.55,35.65,2.777,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Cupressimus barbarae,36.9,36.9,2.802,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Paradjidaumo alberti,46.75,37.4,2.804,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Zapodidae,Zapus sykesae,2.15,2.15,2.84,saltatorial,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Paronychomys alticuspis,6.05,6.05,2.8405,ground dwelling,herbivore,species,herbivore,Rodentia
Insectivora,Apatemyidae,Apatemys chardini,55.2,55.2,2.843,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Adjidaumo minutus,37.5,32.85,2.851,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Zapodidae,Schaubeumys sabrae,18.25,18.1,2.86,ground dwelling,herbivore,species,herbivore,Rodentia
Insectivora,Apatemyidae,Labidolemur soricoides,59.5,58.3,2.861,arboreal,herbivore,species,herbivore,herbivore guild
NA,Sciuravidae,Pauromys texensis,46.85,43.35,2.867,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Paradjidaumo reynoldsi,39.75,39.75,2.874,ground dwelling,herbivore,species,herbivore,Rodentia
Multituberculata,Eobaataridae,Eobaatar clemensi,127.725,127.725,2.890371758,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Peromyscus baumgartneri,3.5,3.2,2.899939792,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Onychomys martini,7.15,7.15,2.911,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Bensonomys hershkovitzi,8.3,8.3,2.921175333,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Pauromys exallos,49.75,49.75,2.926,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Metanoiamys fantasma,41.3,41.3,2.929,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Zapodidae,Pliozapus solus,11.4,8.2,2.93,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Ischyromyidae,Churcheria baroni,42.3,42.3,2.93141388,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Zapodidae,Zapus sandersi,2.8,0.4,2.9395,saltatorial,herbivore,species,herbivore,Rodentia
Cimolodonta,NA,Paracimexomys perplexus,98.4,96.65,2.944438979,arboreal,herbivore,species,herbivore,herbivore guild
Multituberculata,Allodontidae,Ctenacodon scindens,150.6,150.6,2.944438979,arboreal,herbivore,species,herbivore,herbivore guild
NA,Ischyromyidae,Microparamys dubius,49.25,41.8,2.958,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Adjidaumo maximus,34.7,34.05,2.96,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Aulolithomys vexilliames,35.65,35.65,2.96,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Zapodidae,Schaubeumys galbreathi,20.45,17.375,2.97,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Protadjidaumo pauli,42.3,42.3,2.974,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Peromyscus hagermanensis,4,1.55,2.9935,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Paronychomys lemredfieldi,7.6,5.05,3.0005,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Symmetrodontomys daamsi,8.3,8.3,3.02,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eutypomyidae,Microeutypomys tilliei,42.3,42.3,3.024,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Eomyidae,Viejadjidaumo magniscopuli,37.3,37.3,3.031,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Zapodidae,Schaubeumys cartomylos,15.9,12.95,3.04,ground dwelling,herbivore,species,herbivore,Rodentia
NA,NA,Atopomys salvelinus,NA,NA,3.043,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Zapodidae,Zapus burti,1.75,1.75,3.0585,saltatorial,herbivore,species,herbivore,Rodentia
Rodentia,Cylindrodontidae,Mysops fraternus,50.1,50.1,3.068056481,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Atopomys texensis,1.6,0.4,3.0755,ground dwelling,herbivore,species,herbivore,Rodentia
Multituberculata,Plagiaulacidae,Bolodon osborni,142.85,142.85,3.091042453,arboreal,herbivore,species,herbivore,herbivore guild
NA,NA,Peromyscus sawrockensis,NA,NA,3.11,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Antecalomys phthanus,11.85,11.75,3.1275,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Onychomys gidleyi,5.25,3.4,3.143730923,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Cricetidae,Copemys tenuis,16.9,14,3.1525,ground dwelling,herbivore,species,herbivore,Rodentia
NA,NA,Texomys stewarti,19.7,19.7,3.157,ground dwelling,herbivore,species,herbivore,herbivore guild
Multituberculata,Eobaataridae,Heishanobaatar triangulus,112.525,112.525,3.17805383,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Copemys russelli,14.9,11.9,3.184,ground dwelling,herbivore,species,herbivore,Rodentia
Insectivora,Apatemyidae,Jepsenella praepropera,60.95,60.4,3.186,arboreal,herbivore,species,herbivore,herbivore guild
NA,Ischyromyidae,Apatosciuravus jacobsi,53.65,53.65,3.189,ground dwelling,herbivore,species,herbivore,herbivore guild
Cimolodonta,Microcosmodontidae,Microcosmodon harleyi,64.5,64.5,3.190418433,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Cricetidae,Onychomys hollisteri,1.75,0.75,3.195,ground dwelling,herbivore,species,herbivore,Rodentia
Cimolodonta,NA,Paracimexomys robisoni,98.4,69.325,3.208548269,arboreal,herbivore,species,herbivore,herbivore guild
Multituberculata,Eobaataridae,Eobaatar magnus,112.525,112.525,3.218875825,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Zapodidae,Schaubeumys grangeri,23.7,17.375,3.22,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Ischyromyidae,Microparamys minutus,50.65,43.75,3.229,ground dwelling,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Namatomys lloydi,37.75,34.7,3.23,ground dwelling,herbivore,species,herbivore,Rodentia
Rodentia,Florentiamyidae,Hitonkala macdonaldtau,24.7,23.85,3.2325,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Ischyromyidae,Lophiparamys debequensis,55.65,53.4875,3.236,ground dwelling,herbivore,species,herbivore,herbivore guild
Insectivora,Apatemyidae,Apatemys bellulus,53.4875,46.3,3.247,arboreal,herbivore,species,herbivore,herbivore guild
Insectivora,Apatemyidae,Apatemys bellus,53.3,42.2,3.258096538,arboreal,herbivore,species,herbivore,herbivore guild
Rodentia,Eomyidae,Paradjidaumo hansonorum,37.85,36.9,3.259,ground dwelling,herbivore,species,herbivore,Rodentia
NA,Sciuravidae,Taxymys lucaris,49.55,48.55,3.25920775,ground dwelling,herbivore,species,herbivore,herbivore guild
Insectivora,Apatemyidae,Labidolemur kayi,59,52.8,3.267,arboreal,herbivore,species,herbivore,herbivore guild
